"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Quantidade produzida (Toneladas)"
"Nível","Cód.","Brasil e Microrregião Geográfica","Ano x Produto das lavouras temporárias"
"Nível","Cód.","Brasil e Microrregião Geográfica","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Nível","Cód.","Brasil e Microrregião Geográfica","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)"
"MI","21014","Chapadinha (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2484","4878","2828","4890","8605","7112","3618","2673","1992","5652","8761","8980","10397","12700","17131","12766","15256","11835","24548","8846","6808","20844","2719","1753","8500","10089","17501","18695","4642","11130","11917","11277"
"MI","21015","Codó (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","4500","16401","17985","17664","10184","11626","4174","5454","4932","9035","8989","8964","7810","14605","12832","8762","12326","13011","11861","10439","18779","11361","7757","7958","8746","6505","4382","5958","3848","3867","3761","3693"
"MI","21016","Coelho Neto (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","738","1131","638","376","1051","1051","1409","1364","819","2065","2355","2457","1737","2635","2602","1963","2992","3141","2981","2667","2203","2780","1765","1617","1842","1385","1280","1258","1208","848","4600","914"
"MI","21017","Caxias (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3711","11292","3672","3372","11974","10673","7660","7391","4530","8866","9879","10790","6462","10986","12115","7385","10537","10489","12983","13710","10942","9801","4032","4209","8153","5516","2545","8763","10347","7547","12577","24124"
"MI","21018","Chapadas do Alto Itapecuru (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","4099","20200","4693","7873","26289","24133","8817","8402","4236","9910","10253","17037","14781","23055","19545","21250","20355","16736","23139","17214","21661","35086","25094","32250","53750","68988","39399","82212","77291","55708","76061","69514"
"MI","21019","Porto Franco (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","7515","15375","2350","11351","13128","18268","7453","7054","7814","18504","22090","20954","19669","20519","21813","23230","25795","26948","15781","19151","18557","18745","29524","59047","67955","58372","21572","95232","59328","117555","108045","105727"
"MI","21020","Gerais de Balsas (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2158","14583","2924","4362","4400","3924","3527","5230","10893","37952","61054","48251","61090","48135","49931","41375","40100","57650","63149","72691","76808","146220","334775","642019","710978","616989","254520","850077","573375","938576","1153456","1214206"
"MI","21021","Chapadas das Mangabeiras (MA)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","721","12961","3333","3503","4288","3624","5178","4775","5211","9110","16756","17679","19256","23954","24417","21094","20710","33085","39226","102049","137600","54499","94609","232812","282041","258897","131491","259235","257649","345541","468475","490354"
"MI","22001","Baixo Parnaíba Piauiense (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","15629","41582","8311","20389","35807","36305","11906","6110","6317","15904","11682","13590","7137","14855","10631","4190","15332","13138","11725","10651","2386","14828","2439","4328","11205","4890","7514","17631","10416","9814","9921","10867"
"MI","22002","Litoral Piauiense (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","8935","24049","3341","2365","19279","17445","6489","2777","1979","10115","8422","7590","4316","11346","4746","3197","9178","7259","8805","4299","1926","13952","2191","1753","6930","2092","5133","15521","16097","12497","13649","9560"
"MI","22003","Teresina (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","4204","16628","6335","7279","18052","18616","6282","3104","2398","8839","9278","7141","3316","7717","5865","4374","6663","4638","5915","4801","2332","10035","1744","2283","8899","3765","3177","9456","11336","7368","6905","6282"
"MI","22004","Campo Maior (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3111","24182","4178","4190","41168","34236","12009","2533","3692","19240","16655","11067","3356","13187","4003","6228","17346","6193","10098","8680","2972","12307","2788","2242","8469","3006","3590","11413","12781","11340","13547","12088"
"MI","22005","Médio Parnaíba Piauiense (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","7771","9124","3147","2585","12515","11853","5199","4474","2716","10640","11927","9243","3340","12548","8592","6341","10512","9870","14705","16643","7355","20869","7633","7538","15793","11546","4990","17706","30412","32201","36758","19153"
"MI","22006","Valença do Piauí (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6816","50414","7067","8829","46592","40730","8761","4461","1817","13312","11178","5943","3542","13463","4145","5053","8750","3227","12891","9092","3995","19718","3504","1599","6482","4807","3474","14634","14097","14827","17322","10545"
"MI","22007","Alto Parnaíba Piauiense (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1409","4637","2108","6159","6759","7997","1128","1274","2625","7417","14491","34629","27012","17720","25917","21029","37279","52433","108066","213209","190629","293604","468705","369347","679716","695524","329495","854986","815342","1031070","1184253","1289126"
"MI","22008","Bertolínia (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1124","5190","1642","2907","7394","8054","2439","2044","894","9056","7366","3498","1101","7376","4906","9377","12896","25787","8529","9974","44549","28858","69184","22062","94628","71233","62469","56579","29669","53095","35580","113654"
"MI","22009","Floriano (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6417","35754","9597","12881","50824","35102","16807","14996","9829","31817","20654","11092","7952","32774","8828","32199","14038","6007","11005","19492","11830","18041","4809","10326","13661","7166","5169","28793","27145","26585","27773","24320"
"MI","22010","Alto Médio Gurguéia (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","643","3940","1563","5097","8657","8883","3499","4024","2899","11150","8730","7327","5068","15359","17844","21071","9425","18155","28741","56761","51720","102728","198764","53507","169793","250805","158726","358856","440591","536019","682110","571664"
"MI","22011","São Raimundo Nonato (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5002","21666","15072","4396","34572","33338","18260","19904","5015","15213","27315","8022","4130","20466","7335","27445","12917","7246","20387","28067","6438","35815","1041","647","4861","3501","1085","9075","16774","9326","28788","6174"
"MI","22012","Chapadas do Extremo Sul Piauiense (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","302","2465","1804","2866","7067","5354","5648","5202","3149","7436","10086","3133","1723","7782","6538","7947","3079","2016","6942","10680","3279","10857","2648","3098","3917","8277","1507","12265","14818","7323","11632","31791"
"MI","22013","Picos (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6906","16229","3674","4194","36935","30324","14670","6342","4020","14241","19329","5999","3248","21444","6435","11096","21183","4785","17110","24686","3504","29606","1442","5050","8709","12247","4896","19775","32390","29387","33431","13091"
"MI","22014","Pio IX (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3035","4852","872","2","10677","13007","4843","4647","527","7587","5755","1144","407","3105","1084","3423","7588","3330","14542","11800","681","11307","875","30","808","3606","213","251","4989","16399","24045","4449"
"MI","22015","Alto Médio Canindé (PI)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","19393","74613","7517","426","89231","90492","35460","28939","9053","52238","46460","15122","7052","29246","17245","28869","43347","7017","41929","67444","8887","55098","1620","1233","2954","18974","9252","12528","41237","38362","74039","22271"
"MI","23001","Litoral de Camocim e Acaraú (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2072","13046","5219","1676","11393","10350","5816","5003","5114","9712","10505","8802","13862","13339","8222","5750","14474","11140","16720","11963","3851","18928","9771","3282","9800","6166","7557","14584","13290","8386","10910","9434"
"MI","23002","Ibiapaba (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","844","9666","2240","1498","13300","11790","9201","8580","2376","19070","9296","11236","10503","9676","8173","10140","16577","4438","13159","7881","2760","19765","2589","3169","4323","2731","4190","8997","13530","13904","15420","17324"
"MI","23003","Coreaú (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","555","1819","478","283","2896","2687","2235","2771","253","3340","2856","4543","4644","4900","2785","2112","3205","2714","3158","2161","1295","4629","1611","1374","2741","1213","1706","2841","3302","3429","3082","3035"
"MI","23004","Meruoca (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1591","1536","741","207","2615","1786","1179","1443","1560","1878","1969","1338","1996","1938","1312","888","1127","904","1197","799","232","1604","343","203","136","143","245","546","733","606","598","517"
"MI","23005","Sobral (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6430","15423","5958","1967","16340","16246","11745","8167","5158","12724","16111","12063","19091","20686","14360","12264","22523","15305","21744","11935","5468","25449","3801","3391","6753","4626","5406","16140","18053","12631","15647","12901"
"MI","23006","Ipu (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1646","7720","4087","454","16852","17028","8609","7095","1323","20600","24051","15300","17773","20230","15614","19140","18998","17097","21198","8066","4601","20249","6827","5134","5957","3458","4011","9200","14561","13136","16252","13155"
"MI","23007","Santa Quitéria (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","422","6870","1688","101","12132","12700","6804","150","57","8262","15219","3334","12842","17176","9464","7448","25003","6155","16655","10025","7423","27366","3212","1731","7311","4629","4825","14078","12670","21942","21961","11076"
"MI","23008","Itapipoca (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","814","8994","5630","484","12165","11634","2934","1202","6224","8666","7664","5696","9703","10856","8065","7913","14006","4872","12988","5303","621","14762","5808","2702","2329","4270","3211","9659","11078","2823","6644","3552"
"MI","23009","Baixo Curu (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","796","1982","1209","41","3431","2872","662","352","371","2212","2785","1314","1876","1814","1454","1909","4029","1491","3454","1427","414","3636","969","606","2656","2769","1268","2970","2870","1479","1738","968"
"MI","23010","Uruburetama (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","391","4535","2761","604","6806","6228","2520","286","1071","4029","2803","948","2472","2797","2054","2102","4585","1661","4524","1740","432","6344","906","859","2226","1895","2211","5849","6416","5354","4945","4061"
"MI","23011","Médio Curu (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1658","4876","2131","82","4915","4514","3023","280","223","4354","3141","820","4855","3167","1661","1722","4140","2530","4741","2876","1249","8262","636","490","2295","1276","1068","9170","7204","6676","9884","3137"
"MI","23012","Canindé (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","570","10839","10154","0","26167","15960","10720","504","14","8244","24294","1730","16304","29136","18550","10915","39488","18329","44399","18953","7157","37949","1578","3314","5781","4584","2700","16006","16103","25750","22097","8416"
"MI","23013","Baturité (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11254","13406","7988","2115","20559","21412","15086","13403","2783","12469","20481","9844","30632","30828","17033","20079","27920","21084","30682","20859","8604","29843","3582","6174","16311","6737","3429","18677","21698","21966","27452","14397"
"MI","23014","Chorozinho (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","138","604","336","1","992","1236","5300","4866","1892","4750","2576","963","3550","3370","2170","2939","3326","2403","4577","2669","757","4564","364","523","2074","614","356","3033","5791","4790","7193","4476"
"MI","23015","Cascavel (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","73","475","247","1","1270","883","853","154","6","656","1250","250","835","1762","605","1915","4005","466","3441","399","331","3906","176","349","772","240","173","398","1346","1266","1457","293"
"MI","23016","Fortaleza (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1539","4594","5184","276","6489","7092","4297","2903","1802","3953","3856","4259","6671","3278","4544","1838","5830","3811","3804","1677","4924","7313","2582","1750","3810","1605","1690","4456","4504","4498","4508","2023"
"MI","23017","Pacajus (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","43","161","372","0","233","464","284","205","108","684","648","403","461","600","453","380","737","418","701","331","44","825","88","56","171","228","17","228","425","425","920","222"
"MI","23018","Sertão de Cratéus (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5744","52285","6203","746","60763","64245","38427","11159","3270","48608","84261","47146","76731","95251","40965","27071","99081","20144","70880","42832","2601","128130","2342","3722","54414","23718","24480","53937","67952","83792","88314","56842"
"MI","23019","Sertão de Quixeramobim (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3880","15054","17396","224","38836","34870","23997","11112","21","21900","38620","7982","78978","73070","29563","24005","39499","15883","50884","23379","14278","77185","1344","4800","10514","4948","4525","32547","23368","32348","36239","20873"
"MI","23020","Sertão de Inhamuns (CE)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5368","21584","2390","339","32150","34401","26299","10947","1628","23310","27336","15704","34299","52277","23961","25087","36883","18045","62027","33688","7578","53243","3283","4269","12367","8677","6628","9682","20146","15418","45345","23885"
